zipcode,total_charitable_contb,agi,num_of_returns,net_investment_income_tax,net_cap_gains_less_loss,num_returns_net_cap_gains_less_loss,num_returns_rent_and_royalty,total_rent_and_royalty,ord_div_amount,num_returns_ord_dividens,state,total_tax_payments_amount,salaries_and_wages_amnt,num_salaries_and_wages,zip_region,agi_per_return
64445,0,6977,110,0,0,0,0,0,18,60,MO,569,3816,80,644,63.42727272727273
64446,0,33482,480,55,722,80,70,1438,158,90,MO,3327,18027,360,644,69.75416666666666
64448,0,46615,520,0,1057,100,40,164,450,110,MO,5970,32584,430,644,89.64423076923077
64449,0,12792,200,0,111,20,0,0,0,0,MO,1311,9300,170,644,63.96
64451,0,11396,200,0,0,0,0,0,0,0,MO,1263,7545,160,644,56.98
64454,411,89238,1210,0,1558,230,80,687,650,220,MO,10404,64822,970,644,73.7504132231405
64455,0,11834,170,0,89,40,40,351,54,30,MO,941,5488,120,644,69.61176470588235
64456,0,31352,580,0,1144,110,70,378,164,90,MO,3193,19336,430,644,54.0551724137931
64457,0,7228,120,0,67,20,0,0,7,20,MO,639,4422,80,644,60.233333333333334
64459,0,16199,220,0,96,40,0,0,62,40,MO,1884,10854,150,644,73.63181818181818
64461,0,18897,340,0,490,60,40,429,67,50,MO,1930,12214,260,644,55.57941176470588
64463,0,38460,660,0,1497,110,80,650,649,100,MO,4086,26458,500,644,58.27272727272727
64465,722,143013,2050,64,4765,230,80,103,702,250,MO,16447,107144,1690,644,69.76243902439025
64466,0,13697,230,0,196,30,20,352,29,30,MO,1375,7270,180,644,59.552173913043475
64468,2526,351708,5590,304,13873,1140,560,9072,4406,1180,MO,40507,227615,4360,644,62.91735241502683
64469,0,61772,970,0,1288,150,100,621,1011,150,MO,7062,42038,760,644,63.682474226804125
64470,521,48786,670,50,1239,100,100,2637,508,110,MO,5905,26949,500,644,72.81492537313433
64471,0,7884,200,0,47,40,0,0,25,30,MO,943,6601,160,644,39.42
64473,0,50112,650,47,2249,130,70,1772,446,100,MO,4691,25160,460,644,77.09538461538462
64474,0,25293,360,0,374,60,30,240,109,40,MO,2715,16851,300,644,70.25833333333334
64475,0,9427,170,0,349,40,0,0,13,20,MO,741,5790,130,644,55.45294117647059
64476,0,10506,180,0,127,40,20,71,31,30,MO,856,5850,130,644,58.36666666666667
64477,669,118390,1640,76,2706,260,90,436,1251,280,MO,14151,81030,1270,644,72.1890243902439
64479,0,22485,430,0,491,90,60,254,109,70,MO,2087,14661,300,644,52.2906976744186
64480,0,9226,140,0,194,30,0,0,0,0,MO,882,5649,110,644,65.9
64481,0,17657,390,0,666,60,30,291,174,70,MO,1848,11919,280,644,45.274358974358975
64482,415,70297,940,93,2206,190,110,1976,741,200,MO,6904,39931,710,644,74.78404255319148
64483,0,19803,300,0,224,40,20,99,83,40,MO,1995,14795,250,644,66.01
64484,0,28262,430,0,741,50,30,86,72,60,MO,2940,19610,340,644,65.72558139534884
64485,1266,290041,3970,156,6730,620,280,2266,3214,630,MO,35131,206323,3170,644,73.05818639798488
64486,0,7589,140,0,195,40,20,58,14,30,MO,692,4870,100,644,54.207142857142856
64487,0,18488,310,0,131,50,50,1013,80,60,MO,1449,9929,210,644,59.63870967741936
64489,0,51536,870,0,1479,190,120,1108,495,160,MO,5273,33924,630,644,59.236781609195404
64490,0,66893,990,0,1902,160,90,408,475,160,MO,7612,48360,780,644,67.56868686868687
64491,0,54458,840,90,1588,140,80,1841,398,150,MO,5438,30390,650,644,64.83095238095238
64492,584,80947,910,52,3002,170,70,267,624,170,MO,9859,52904,690,644,88.95274725274726
64493,0,21467,280,0,398,30,0,0,53,30,MO,2594,14515,210,644,76.66785714285714
64494,0,29354,470,0,496,60,30,106,115,70,MO,3153,22104,360,644,62.45531914893617
64497,0,13663,250,0,235,30,0,0,41,20,MO,1245,8126,160,644,54.652
64498,0,13530,150,0,251,30,30,1538,255,90,MO,1116,4977,110,644,90.2
64501,653,195331,4620,52,764,290,110,321,728,300,MO,23855,157548,4010,645,42.27943722943723
64503,735,285822,5790,0,2142,500,150,735,1122,530,MO,33234,230094,4890,645,49.36476683937824
64504,678,233561,4510,47,3643,340,140,635,641,360,MO,27276,186024,3850,645,51.78736141906874
64505,4550,463680,6300,689,21180,950,360,3916,9229,1010,MO,62314,314470,5170,645,73.6
64506,9697,811489,10190,890,30681,2040,590,5417,18151,2200,MO,110436,505581,7880,645,79.63581943081452
64507,2486,368834,6110,192,15534,740,230,1648,4397,750,MO,47567,264344,5220,645,60.36563011456629
64601,3131,333641,5150,416,15077,960,400,4014,6477,1000,MO,41815,202692,4030,646,64.78466019417476
64620,0,13443,190,0,370,40,0,0,116,30,MO,1404,8749,140,646,70.75263157894737
64622,0,14075,240,0,46,40,0,0,15,30,MO,1118,9022,170,646,58.645833333333336
64623,0,11677,220,0,83,40,0,0,49,40,MO,997,5940,160,646,53.07727272727273
64624,0,36787,650,0,1116,120,60,150,187,90,MO,3652,25648,510,646,56.59538461538462
64625,0,14122,270,0,248,40,20,4,54,30,MO,1198,8271,200,646,52.303703703703704
64628,507,136856,2520,57,3922,370,130,623,1749,380,MO,15468,91411,2000,646,54.30793650793651
64630,0,11247,220,0,454,40,0,0,45,30,MO,983,7822,160,646,51.122727272727275
64631,0,20720,370,0,371,70,30,40,101,50,MO,2175,13275,280,646,56
64632,0,13045,290,0,113,60,0,0,66,50,MO,1286,8894,190,646,44.98275862068966
64633,615,146506,2220,213,8493,420,190,2797,2232,440,MO,15290,85489,1720,646,65.9936936936937
64635,0,13319,250,0,180,50,0,0,71,40,MO,1227,7216,160,646,53.276
64636,0,4315,110,0,0,0,0,0,0,0,MO,453,3122,90,646,39.22727272727273
64637,0,13688,270,0,251,50,0,0,39,30,MO,1389,9582,200,646,50.696296296296296
64638,0,12911,230,0,93,40,0,0,28,30,MO,1474,7758,160,646,56.13478260869565
64640,457,89563,1410,73,4227,260,100,1002,1075,250,MO,10253,57503,1070,646,63.51985815602837
64641,0,12091,210,0,214,30,20,292,104,30,MO,1128,8209,180,646,57.576190476190476
64642,0,16474,330,0,497,60,30,482,106,50,MO,1560,11397,240,646,49.92121212121212
64643,0,26204,450,0,119,90,30,218,185,90,MO,2599,15646,340,646,58.23111111111111
64644,361,73256,1250,0,2105,200,80,292,344,180,MO,7846,52395,990,646,58.6048
64645,0,5722,100,0,613,20,0,0,0,0,MO,383,3202,80,646,57.22
64646,0,6257,130,0,0,0,0,0,0,0,MO,728,4492,80,646,48.13076923076923
64647,0,5994,120,0,135,20,0,0,0,0,MO,539,3568,90,646,49.95
64648,0,46998,800,0,1220,130,80,543,226,80,MO,3044,17134,440,646,58.7475
64649,0,23954,380,0,635,60,0,0,33,50,MO,2522,16713,290,646,63.036842105263155
64650,0,16298,270,0,122,40,0,0,10,30,MO,1912,12346,210,646,60.36296296296296
64651,0,13394,230,0,1147,40,0,0,54,30,MO,1125,8136,170,646,58.23478260869565
64652,0,9245,180,0,161,20,0,0,0,0,MO,802,6151,140,646,51.361111111111114
64653,0,15746,270,0,685,40,0,0,44,30,MO,1505,9789,210,646,58.318518518518516
64657,0,6783,140,0,356,30,0,0,41,20,MO,703,4192,100,646,48.45
64658,0,94011,1420,36,1287,240,70,436,1105,190,MO,10437,58931,1120,646,66.20492957746478
64659,0,27990,410,0,805,110,30,128,285,100,MO,2957,17647,320,646,68.26829268292683
64660,0,17228,260,0,467,70,30,145,95,60,MO,1625,11117,190,646,66.26153846153846
64661,0,17068,320,0,113,40,20,9,127,40,MO,1941,11513,230,646,53.3375
64664,0,8086,120,0,0,0,0,0,0,0,MO,752,4881,90,646,67.38333333333334
64667,0,6821,130,0,0,0,0,0,0,0,MO,629,4890,90,646,52.46923076923077
64668,0,53384,650,41,1605,160,90,1539,778,160,MO,4413,26133,500,646,82.12923076923077
64670,0,25244,440,0,2128,70,30,197,105,60,MO,2692,15475,310,646,57.372727272727275
64671,0,62263,930,0,2030,160,50,121,345,140,MO,6800,43557,740,646,66.9494623655914
64673,0,55518,1010,0,2025,180,100,901,327,130,MO,6007,38066,800,646,54.96831683168317
64674,0,9207,170,0,375,40,0,0,42,30,MO,862,6366,140,646,54.15882352941176
64679,0,12470,290,0,280,60,30,268,117,50,MO,1023,7382,170,646,43
64682,0,11246,160,0,415,40,0,0,28,30,MO,1133,7508,130,646,70.2875
64683,719,174774,3190,117,7489,530,310,3896,2798,550,MO,19670,111347,2380,646,54.788087774294674
64688,0,14721,270,0,229,60,20,248,92,40,MO,1158,7629,170,646,54.522222222222226
64689,0,12779,270,0,40,20,0,0,25,30,MO,1388,10183,220,646,47.32962962962963
64701,3347,472067,6950,245,14746,1000,310,2908,3184,1020,MO,58681,332982,5620,647,67.92330935251799
64720,195,115126,1790,18,2824,280,160,985,391,270,MO,12808,86334,1480,647,64.31620111731844
64722,0,10958,190,0,0,0,0,0,0,0,MO,1016,8143,160,647,57.67368421052632
64723,0,14444,260,0,25,40,0,0,24,30,MO,1464,10570,210,647,55.55384615384615
64724,0,43202,740,0,1268,190,90,745,407,160,MO,4897,27827,550,647,58.38108108108108
64725,0,77097,1140,0,2196,160,70,271,191,140,MO,8874,59490,960,647,67.62894736842105
64726,0,9772,170,0,25,20,0,0,4,20,MO,1038,6831,120,647,57.48235294117647
64728,0,10348,230,0,236,40,0,0,18,30,MO,1036,7692,160,647,44.99130434782609
64730,685,183114,2960,71,7213,520,240,4612,2124,510,MO,21511,119869,2340,647,61.86283783783784
64733,0,28807,470,0,774,90,0,0,152,70,MO,2982,19311,360,647,61.291489361702126
64734,461,89127,1010,53,3740,190,60,229,985,200,MO,11510,61401,760,647,88.24455445544554
64735,3842,378545,6160,267,15426,1060,400,2781,6586,1070,MO,46558,241457,4710,647,61.45211038961039
64738,0,28331,510,0,760,80,0,0,76,50,MO,2845,18620,350,647,55.550980392156866
64739,0,32769,480,0,526,60,0,0,64,60,MO,3553,25609,390,647,68.26875
64740,0,41060,790,0,921,110,40,179,193,100,MO,4385,26253,560,647,51.9746835443038
64741,0,5872,130,0,21,20,0,0,0,0,MO,601,4207,100,647,45.16923076923077
64742,273,72306,990,16,3192,190,70,334,727,180,MO,9096,51472,810,647,73.03636363636363
64744,886,161124,3050,137,7390,520,230,797,1208,390,MO,18152,101875,2340,647,52.82754098360656
64746,281,53409,700,0,1144,100,50,128,316,120,MO,6204,36497,560,647,76.29857142857144
64747,547,120558,1780,35,3755,250,110,334,583,250,MO,14186,87389,1450,647,67.72921348314607
64748,0,28566,590,0,2006,100,40,201,256,70,MO,2397,18109,470,647,48.41694915254237
64750,0,8995,170,0,79,30,0,0,0,0,MO,791,5514,110,647,52.911764705882355
64752,0,16700,310,0,80,40,0,0,20,40,MO,1779,12109,240,647,53.87096774193548
64755,745,74635,1080,55,3975,220,120,1100,1073,210,MO,7900,44573,860,647,69.10648148148148
64756,0,10906,250,0,127,40,0,0,19,30,MO,988,7778,190,647,43.624
64759,3148,189727,3400,108,8892,660,280,1156,2027,640,MO,21392,122990,2680,647,55.802058823529414
64761,0,33950,570,0,766,100,40,84,69,70,MO,3560,25476,460,647,59.56140350877193
64762,0,38282,660,0,1290,130,70,575,242,100,MO,3625,24211,520,647,58.0030303030303
64763,0,25806,600,0,665,80,40,99,91,60,MO,2895,16247,420,647,43.01
64767,0,16192,330,0,169,40,20,4,48,50,MO,1900,13151,260,647,49.06666666666667
64769,0,8764,200,0,0,0,0,0,0,0,MO,823,6839,170,647,43.82
64770,0,24635,440,0,608,130,60,328,240,100,MO,2534,15023,310,647,55.98863636363637
64771,0,14465,240,0,286,40,0,0,112,40,MO,1537,8346,170,647,60.270833333333336
64772,1690,296405,5580,156,7840,820,400,2587,5555,960,MO,34583,205245,4420,647,53.119175627240146
64776,271,76366,1460,0,3944,230,100,324,1073,180,MO,8628,49184,1070,647,52.3054794520548
64778,0,13122,220,0,230,40,0,0,24,30,MO,1262,7961,160,647,59.64545454545455
64779,0,50027,910,0,2330,150,80,674,374,120,MO,5045,31895,680,647,54.97472527472527
64780,0,13968,250,0,668,70,40,370,87,50,MO,1112,7187,160,647,55.872
64783,0,11841,270,0,255,40,0,0,30,30,MO,1185,8914,200,647,43.855555555555554
64784,0,28462,570,0,678,80,40,99,47,60,MO,2642,20538,440,647,49.93333333333333
64788,0,37607,620,0,629,120,60,494,280,110,MO,3969,28758,510,647,60.656451612903226
64790,0,16184,340,0,288,50,40,108,43,30,MO,1600,10672,240,647,47.6
64801,9819,822866,15110,769,24010,1910,660,2860,15599,2030,MO,104653,594175,12520,648,54.45837193911317
64804,18974,1246526,17040,2233,92797,2760,880,6690,26018,2960,MO,180573,816089,13690,648,73.15293427230047
64831,538,137586,2490,32,4191,320,110,607,836,290,MO,15136,107717,2110,648,55.255421686746985
64832,0,17332,310,0,472,60,0,0,61,50,MO,1819,11224,230,648,55.909677419354836
64834,2921,336261,4660,225,7816,730,230,937,3470,810,MO,40889,260994,3890,648,72.15901287553648
64835,0,37922,850,0,113,60,0,0,45,50,MO,3972,32782,750,648,44.614117647058826
64836,7511,619192,10800,733,24842,1610,550,5270,20580,1790,MO,76745,434654,8680,648,57.33259259259259
64840,728,73868,1240,0,3191,220,70,124,757,200,MO,8098,55737,1020,648,59.57096774193548
64842,0,13758,330,0,146,20,0,0,0,0,MO,1526,10555,250,648,41.69090909090909
64843,0,64326,1340,0,1319,110,40,78,112,110,MO,7313,53366,1160,648,48.004477611940295
64844,220,87215,1820,0,2255,170,80,47,306,180,MO,9493,67765,1520,648,47.92032967032967
64847,0,4746,110,0,0,0,0,0,0,0,MO,538,4204,100,648,43.14545454545455
64848,0,12646,240,0,313,30,0,0,15,20,MO,1122,7329,170,648,52.69166666666667
64850,5699,591185,10620,258,17724,1390,560,3446,6153,1320,MO,68136,434982,8790,648,55.66713747645951
64854,0,90922,1950,0,1824,130,50,245,405,140,MO,10880,76376,1740,648,46.626666666666665
64855,568,91307,1330,0,1022,180,70,434,351,190,MO,10757,69454,1130,648,68.65187969924813
64856,482,92158,1590,21,2916,240,90,188,807,250,MO,10547,68518,1300,648,57.96100628930817
64859,0,28155,550,0,345,70,30,105,97,70,MO,3053,21705,440,648,51.19090909090909
64861,0,22963,450,0,705,60,30,20,35,50,MO,2266,15027,340,648,51.028888888888886
64862,0,68113,1370,0,2180,210,60,75,717,180,MO,7155,51181,1080,648,49.71751824817518
64863,0,31572,660,0,871,50,0,0,35,40,MO,3575,25249,570,648,47.836363636363636
64865,1040,141307,2410,54,5423,320,130,581,994,280,MO,16541,106107,1970,648,58.63360995850623
64866,0,28685,550,0,1115,80,30,60,121,60,MO,2869,17157,410,648,52.154545454545456
64867,0,26924,520,0,446,70,20,72,149,70,MO,3099,21716,430,648,51.776923076923076
64870,4066,452259,7540,211,9105,1030,340,1874,5136,1070,MO,54989,353697,6390,648,59.98129973474801
64873,0,23063,450,0,704,80,0,0,204,60,MO,2417,16836,350,648,51.25111111111111
65001,0,10168,180,0,368,60,0,0,72,40,MO,1051,8186,150,650,56.48888888888889
65010,1633,291075,3430,175,11671,740,170,1032,3911,800,MO,34665,213042,2780,650,84.86151603498543
65011,871,56703,980,0,3377,160,80,364,583,100,MO,5863,27696,640,650,57.86020408163265
65013,0,78230,1460,0,2071,210,60,133,482,180,MO,8749,53349,1150,650,53.582191780821915
65014,217,51112,940,0,744,160,30,24,312,130,MO,5951,36368,720,650,54.374468085106386
65016,0,45846,620,0,1909,210,30,72,342,200,MO,4705,31638,510,650,73.94516129032257
65017,0,28448,650,0,607,40,0,0,21,40,MO,2833,23394,560,650,43.76615384615385
65018,1381,218690,3770,62,7205,620,240,843,2342,610,MO,25012,157813,3020,650,58.0079575596817
65020,3297,471210,6950,1003,28340,1430,430,2628,13686,1480,MO,56926,253904,5080,650,67.8
65023,883,76030,940,0,1493,190,50,220,661,190,MO,10539,47898,730,650,80.88297872340425
65024,0,25118,450,0,373,100,20,55,218,100,MO,2733,17570,350,650,55.81777777777778
65025,0,19185,320,0,865,50,0,0,47,40,MO,1908,12167,240,650,59.953125
65026,1244,269894,5160,108,13595,670,260,1056,2746,660,MO,29492,187161,4120,650,52.30503875968992
65032,0,52609,800,0,1019,130,50,129,198,120,MO,5643,38592,660,650,65.76125
65034,0,13727,290,0,864,60,30,75,191,30,MO,1126,6309,180,650,47.33448275862069
65035,0,61181,890,0,2870,250,40,103,597,240,MO,7123,45970,730,650,68.74269662921348
65037,659,172108,2330,230,14485,540,180,1542,3296,580,MO,17932,69429,1450,650,73.86609442060086
65039,793,116885,1200,64,5205,360,100,245,1684,380,MO,15140,77983,950,650,97.40416666666667
65040,0,43221,640,0,350,120,30,60,95,110,MO,4845,33490,520,650,67.5328125
65041,1226,178701,2580,92,10907,670,180,902,3874,720,MO,21165,105239,1940,650,69.2639534883721
65043,1292,320711,4980,72,5509,750,190,1498,2992,870,MO,35070,227792,4060,650,64.39979919678714
65046,0,34415,570,0,840,110,40,63,212,110,MO,3477,23837,430,650,60.37719298245614
65047,0,37460,590,0,3528,70,30,47,131,60,MO,3949,22009,490,650,63.49152542372882
65048,0,6631,100,0,158,20,0,0,0,0,MO,675,5119,90,650,66.31
65049,2955,372010,3940,974,38775,1190,330,1187,10022,1180,MO,51936,174854,2770,650,94.41878172588832
65050,0,14028,240,0,364,40,40,78,0,0,MO,891,5527,160,650,58.45
65051,426,130957,2100,31,3994,440,110,384,1378,410,MO,14775,92476,1700,650,62.36047619047619
65052,1225,119684,1580,129,5692,330,100,341,1757,360,MO,14842,69622,1180,650,75.7493670886076
65053,1737,96604,700,121,3465,240,60,438,2629,250,MO,18174,47192,540,650,138.00571428571428
65054,0,33483,440,0,645,140,0,0,516,150,MO,4205,23889,350,650,76.09772727272727
65058,0,29568,450,0,1172,110,20,-9,151,100,MO,3456,22654,370,650,65.70666666666666
65059,0,30727,460,0,610,70,0,0,175,80,MO,3512,22902,380,650,66.79782608695652
65061,0,14109,280,0,165,50,0,0,79,40,MO,1382,9579,230,650,50.38928571428571
65063,547,128202,1770,39,6885,320,80,107,1001,320,MO,13787,88718,1460,650,72.43050847457627
65064,0,12404,250,0,216,40,0,0,25,30,MO,1293,9245,190,650,49.616
65065,2552,304262,3620,529,25373,910,310,1855,6398,880,MO,40216,162064,2600,650,84.05027624309392
65066,525,165885,2970,128,5960,540,170,412,3925,550,MO,20192,112590,2310,650,55.85353535353536
65067,0,10456,190,0,0,0,0,0,0,0,MO,1034,6971,140,650,55.03157894736842
65068,0,22627,360,0,233,70,0,0,119,60,MO,2312,16135,290,650,62.852777777777774
65069,0,19542,310,0,1318,70,0,0,279,60,MO,2110,13215,250,650,63.038709677419355
65072,152,60845,830,51,3730,180,60,169,683,180,MO,7392,29817,570,650,73.30722891566265
65074,596,88311,1430,0,2380,260,70,34,544,280,MO,9628,64502,1140,650,61.755944055944056
65075,0,27315,380,0,464,90,0,0,122,70,MO,3075,22611,330,650,71.88157894736842
65076,0,25797,340,0,582,110,0,0,141,80,MO,2461,18138,270,650,75.87352941176471
65077,0,14194,240,0,78,30,0,0,99,30,MO,1482,10595,200,650,59.141666666666666
65078,0,75766,1620,0,4055,240,100,273,438,170,MO,8044,48913,1190,650,46.76913580246914
65079,1357,225322,2240,568,26330,660,170,1558,7060,710,MO,32592,97072,1330,650,100.59017857142857
65080,0,34594,430,0,163,90,0,0,249,100,MO,3912,24814,340,650,80.45116279069768
65081,572,85395,1330,81,3025,220,80,581,1249,210,MO,8600,52828,1050,650,64.20676691729324
65082,0,25198,450,0,915,60,20,77,70,40,MO,2808,17064,350,650,55.995555555555555
65083,0,7877,160,0,0,0,0,0,0,0,MO,709,5947,140,650,49.23125
65084,1326,156875,2930,38,5413,430,220,1897,1477,340,MO,16274,94666,2250,650,53.54095563139932
65085,0,51203,650,0,2300,250,40,71,784,220,MO,6563,34829,530,650,78.77384615384615
65101,8640,907722,13000,730,42563,2560,620,1353,16273,2830,MO,113472,603739,10700,651,69.82476923076923
65109,15179,1484784,19770,1721,57359,4090,900,5180,34118,4550,MO,196739,930494,15790,651,75.10288315629742
65201,28257,1595260,16470,3179,259179,3540,740,3311,42712,3780,MO,278880,865417,13940,652,96.85853066180935
65202,7338,1399493,23200,478,22774,3130,760,5106,12770,3420,MO,162136,1030794,19730,652,60.322974137931034
65203,44985,3072818,28860,5026,241698,8210,1830,12559,89160,9070,MO,486446,1905889,23390,652,106.47325017325018
65230,0,15369,280,0,542,50,0,0,94,50,MO,1548,9826,230,652,54.88928571428571
65231,143,97266,1430,0,2430,240,100,909,1011,240,MO,10688,70378,1160,652,68.01818181818182
65232,0,6661,110,0,0,0,0,0,45,30,MO,531,3593,80,652,60.554545454545455
65233,1870,319679,5150,111,8155,920,310,1794,5527,960,MO,35275,221837,4180,652,62.073592233009705
65236,0,31415,570,0,373,110,50,425,224,110,MO,3592,20546,430,652,55.1140350877193
65237,0,23518,380,0,622,70,30,69,197,70,MO,2352,15859,320,652,61.88947368421053
65239,0,42233,630,0,1041,120,30,159,329,120,MO,4846,31162,480,652,67.03650793650793
65240,1445,249105,3790,100,7008,680,220,2516,2687,720,MO,26742,177333,3050,652,65.7269129287599
65243,0,63332,1050,0,1872,160,40,77,568,130,MO,5777,37657,720,652,60.31619047619048
65244,0,12988,200,0,174,40,0,0,62,30,MO,1517,8403,170,652,64.94
65247,0,16124,270,0,616,40,20,81,15,40,MO,1776,10424,210,652,59.71851851851852
65248,563,122863,1820,37,5427,370,130,480,1596,370,MO,15574,81254,1410,652,67.50714285714285
65250,0,16713,250,0,522,50,0,0,91,40,MO,1731,10385,200,652,66.852
65251,3148,550884,9310,253,14600,1400,440,3586,9148,1540,MO,65294,392409,7620,652,59.17121374865736
65254,0,52644,850,0,1832,180,60,259,1135,180,MO,5889,32277,650,652,61.93411764705883
65255,1009,164616,2130,119,5532,400,110,813,1850,420,MO,18541,116045,1740,652,77.28450704225352
65256,425,73164,1000,22,1647,190,40,69,622,200,MO,9049,53181,800,652,73.164
65257,0,37515,700,0,941,100,20,44,94,90,MO,3647,27598,560,652,53.59285714285714
65258,0,13084,210,0,182,60,0,0,100,40,MO,1030,8236,150,652,62.304761904761904
65259,0,69692,1260,0,1409,180,60,253,549,160,MO,7413,50953,1030,652,55.31111111111111
65260,0,17144,280,0,273,40,0,0,37,40,MO,1730,12371,230,652,61.22857142857143
65261,0,29748,520,0,707,110,30,499,268,90,MO,2872,18896,380,652,57.207692307692305
65262,0,25123,360,0,1010,70,20,145,206,70,MO,3468,16585,290,652,69.78611111111111
65263,0,41760,780,0,1019,140,60,107,219,140,MO,4267,29418,600,652,53.53846153846154
65264,0,25229,350,0,801,100,50,1083,621,110,MO,2600,13637,250,652,72.08285714285714
65265,2029,394306,6970,372,18376,1090,430,5655,8213,1160,MO,45706,262384,5590,652,56.571879483500716
